tag,English,Icon,Spatial
,,resting.png,
,,middle.png,
7,door,Rdoor.png,RightIrre
,,resting.png,
,,xsp.png,
4,rigidity,Lrigidity.png,LeftNoG
,,resting.png,
,,middle.png,
3,blood,Lblood.png,LeftIrre
,,resting.png,
,,middle.png,
7,wig,Rwig.png,RightIrre
,,resting.png,
,,right.png,
5,triangle,Rtriangle.png,RightCong
,,resting.png,
,,left.png,
6,dog,Rdog.png,RightIncon
,,resting.png,
,,xsp.png,
8,food,Rfood.png,RightNoG
,,resting.png,
,,middle.png,
7,octopus,Roctopus.png,RightIrre
,,resting.png,
,,left.png,
6,hypocrite,Rhypocrite.png,RightIncon
,,resting.png,
,,left.png,
6,lice,Rlice.png,RightIncon
,,resting.png,
,,xsp.png,
8,sinner,Rsinner.png,RightNoG
,,resting.png,
,,right.png,
5,winner,Rwinner.png,RightCong
,,resting.png,
,,left.png,
1,knuckle,Lknuckle.png,LeftCong
,,resting.png,
,,left.png,
6,grape,Rgrape.png,RightIncon
,,resting.png,
,,middle.png,
3,telescope,Ltelescope.png,LeftIrre
,,resting.png,
,,right.png,
2,street,Lstreet.png,LeftIncon
,,resting.png,
,,left.png,
1,blessing,Lblessing.png,LeftCong
,,resting.png,
,,xsp.png,
4,eagle,Leagle.png,LeftNoG
,,resting.png,
,,right.png,
2,bracelet,Lbracelet.png,LeftIncon
,,resting.png,
,,middle.png,
3,issue,Lissue.png,LeftIrre
,,resting.png,
,,left.png,
1,hour,Lhour.png,LeftCong
,,resting.png,
,,right.png,
5,trumpet,Rtrumpet.png,RightCong
,,resting.png,
,,right.png,
5,table,Rtable.png,RightCong
,,resting.png,
,,right.png,
2,question,Lquestion.png,LeftIncon
,,resting.png,
,,xsp.png,
8,life,Rlife.png,RightNoG
,,resting.png,
,,middle.png,
7,shrimp,Rshrimp.png,RightIrre
,,resting.png,
,,left.png,
1,skeleton,Lskeleton.png,LeftCong
,,resting.png,
,,right.png,
5,husband,Rhusband.png,RightCong
,,resting.png,
,,left.png,
1,figure,Lfigure.png,LeftCong
,,resting.png,
,,xsp.png,
4,sausage,Lsausage.png,LeftNoG
,,resting.png,
,,middle.png,
7,wasp,Rwasp.png,RightIrre
,,resting.png,
,,xsp.png,
4,magnet,Lmagnet.png,LeftNoG
,,resting.png,
,,xsp.png,
8,reason,Rreason.png,RightNoG
,,resting.png,
,,left.png,
6,parachute,Rparachute.png,RightIncon
,,resting.png,
,,middle.png,
3,broom,Lbroom.png,LeftIrre
,,resting.png,
,,middle.png,
3,brake,Lbrake.png,LeftIrre
,,resting.png,
,,xsp.png,
4,agreement,Lagreement.png,LeftNoG
,,resting.png,
,,right.png,
2,claw,Lclaw.png,LeftIncon
,,resting.png,
,,right.png,
2,coconut,Lcoconut.png,LeftIncon
,,resting.png,
,,xsp.png,
8,crow,Rcrow.png,RightNoG
