tag,English,Icon,Spatial
,,resting.png,
,,left.png,
6,attitude,Lattitude.png,LeftCong
,,resting.png,
,,xsp.png,
1,mouth,Lmouth.png,LeftNoG
,,resting.png,
,,middle.png,
4,dynamite,Rdynamite.png,RightIrre
,,resting.png,
,,right.png,
2,week,Rweek.png,RightCong
,,resting.png,
,,right.png,
7,character,Lcharacter.png,LeftIncon
,,resting.png,
,,xsp.png,
1,reality,Lreality.png,LeftNoG
,,resting.png,
,,right.png,
7,fisherman,Lfisherman.png,LeftIncon
,,resting.png,
,,left.png,
6,bed,Lbed.png,LeftCong
,,resting.png,
,,middle.png,
8,feminist,Lfeminist.png,LeftIrre
,,resting.png,
,,right.png,
7,face,Lface.png,LeftIncon
,,resting.png,
,,middle.png,
8,cabbage,Lcabbage.png,LeftIrre
,,resting.png,
,,xsp.png,
1,morning,Lmorning.png,LeftNoG
,,resting.png,
,,left.png,
6,body,Lbody.png,LeftCong
,,resting.png,
,,middle.png,
4,series,Rseries.png,RightIrre
,,resting.png,
,,middle.png,
4,axe,Raxe.png,RightIrre
,,resting.png,
,,left.png,
3,pharmacy,Rpharmacy.png,RightIncon
,,resting.png,
,,left.png,
6,style,Lstyle.png,LeftCong
,,resting.png,
,,left.png,
3,carnival,Rcarnival.png,RightIncon
,,resting.png,
,,xsp.png,
5,tradition,Rtradition.png,RightNoG
,,resting.png,
,,left.png,
3,light,Rlight.png,RightIncon
,,resting.png,
,,middle.png,
8,parrot,Lparrot.png,LeftIrre
,,resting.png,
,,xsp.png,
1,torture,Ltorture.png,LeftNoG
,,resting.png,
,,right.png,
2,letter,Rletter.png,RightCong
,,resting.png,
,,middle.png,
8,allergy,Lallergy.png,LeftIrre
,,resting.png,
,,right.png,
2,trophy,Rtrophy.png,RightCong
,,resting.png,
,,xsp.png,
5,napkin,Rnapkin.png,RightNoG
,,resting.png,
,,middle.png,
8,floor,Lfloor.png,LeftIrre
,,resting.png,
,,left.png,
3,situation,Rsituation.png,RightIncon
,,resting.png,
,,xsp.png,
1,order,Lorder.png,LeftNoG
,,resting.png,
,,left.png,
6,marathon,Lmarathon.png,LeftCong
,,resting.png,
,,middle.png,
4,analysis,Ranalysis.png,RightIrre
,,resting.png,
,,right.png,
2,war,Rwar.png,RightCong
,,resting.png,
,,left.png,
3,friend,Rfriend.png,RightIncon
,,resting.png,
,,xsp.png,
5,literature,Rliterature.png,RightNoG
,,resting.png,
,,right.png,
7,camel,Lcamel.png,LeftIncon
,,resting.png,
,,xsp.png,
5,center,Rcenter.png,RightNoG
,,resting.png,
,,right.png,
7,summer,Lsummer.png,LeftIncon
,,resting.png,
,,middle.png,
4,level,Rlevel.png,RightIrre
,,resting.png,
,,xsp.png,
5,future,Rfuture.png,RightNoG
,,resting.png,
,,right.png,
2,orphan,Rorphan.png,RightCong
