tag,English,Icon,Spatial
,,resting.png,
,,left.png,
8,feminist,Rfeminist.png,RightIncon
,,resting.png,
,,right.png,
4,series,Lseries.png,LeftIncon
,,resting.png,
,,xsp.png,
2,trophy,Rtrophy.png,RightNoG
,,resting.png,
,,xsp.png,
6,attitude,Lattitude.png,LeftNoG
,,resting.png,
,,xsp.png,
6,body,Lbody.png,LeftNoG
,,resting.png,
,,xsp.png,
2,week,Rweek.png,RightNoG
,,resting.png,
,,right.png,
7,character,Rcharacter.png,RightCong
,,resting.png,
,,middle.png,
1,mouth,Rmouth.png,RightIrre
,,resting.png,
,,xsp.png,
2,letter,Rletter.png,RightNoG
,,resting.png,
,,middle.png,
1,morning,Rmorning.png,RightIrre
,,resting.png,
,,right.png,
7,face,Rface.png,RightCong
,,resting.png,
,,middle.png,
1,order,Rorder.png,RightIrre
,,resting.png,
,,right.png,
4,axe,Laxe.png,LeftIncon
,,resting.png,
,,left.png,
8,allergy,Rallergy.png,RightIncon
,,resting.png,
,,xsp.png,
2,orphan,Rorphan.png,RightNoG
,,resting.png,
,,right.png,
4,level,Llevel.png,LeftIncon
,,resting.png,
,,right.png,
4,analysis,Lanalysis.png,LeftIncon
,,resting.png,
,,left.png,
3,carnival,Lcarnival.png,LeftCong
,,resting.png,
,,left.png,
3,light,Llight.png,LeftCong
,,resting.png,
,,left.png,
8,cabbage,Rcabbage.png,RightIncon
,,resting.png,
,,left.png,
8,parrot,Rparrot.png,RightIncon
,,resting.png,
,,middle.png,
5,future,Lfuture.png,LeftIrre
,,resting.png,
,,xsp.png,
6,marathon,Lmarathon.png,LeftNoG
,,resting.png,
,,xsp.png,
6,bed,Lbed.png,LeftNoG
,,resting.png,
,,left.png,
3,friend,Lfriend.png,LeftCong
,,resting.png,
,,xsp.png,
6,style,Lstyle.png,LeftNoG
,,resting.png,
,,right.png,
7,camel,Rcamel.png,RightCong
,,resting.png,
,,left.png,
8,floor,Rfloor.png,RightIncon
,,resting.png,
,,right.png,
7,fisherman,Rfisherman.png,RightCong
,,resting.png,
,,middle.png,
5,literature,Lliterature.png,LeftIrre
,,resting.png,
,,right.png,
4,dynamite,Ldynamite.png,LeftIncon
,,resting.png,
,,xsp.png,
2,war,Rwar.png,RightNoG
,,resting.png,
,,middle.png,
5,napkin,Lnapkin.png,LeftIrre
,,resting.png,
,,left.png,
3,pharmacy,Lpharmacy.png,LeftCong
,,resting.png,
,,middle.png,
1,reality,Rreality.png,RightIrre
,,resting.png,
,,left.png,
3,situation,Lsituation.png,LeftCong
,,resting.png,
,,right.png,
7,summer,Rsummer.png,RightCong
,,resting.png,
,,middle.png,
5,tradition,Ltradition.png,LeftIrre
,,resting.png,
,,middle.png,
5,center,Lcenter.png,LeftIrre
,,resting.png,
,,middle.png,
1,torture,Rtorture.png,RightIrre
