tag,English,Icon,Spatial
,,resting.png,
,,middle.png,
1,answer,Lanswer.png,LeftIrre
,,resting.png,
,,left.png,
7,ancestor,Lancestor.png,LeftCong
,,resting.png,
,,right.png,
3,history,Rhistory.png,RightCong
,,resting.png,
,,right.png,
3,gymnasium,Rgymnasium.png,RightCong
,,resting.png,
,,xsp.png,
2,example,Lexample.png,LeftNoG
,,resting.png,
,,left.png,
7,vaccine,Lvaccine.png,LeftCong
,,resting.png,
,,left.png,
4,problem,Rproblem.png,RightIncon
,,resting.png,
,,xsp.png,
2,dialect,Ldialect.png,LeftNoG
,,resting.png,
,,middle.png,
5,intestine,Rintestine.png,RightIrre
,,resting.png,
,,right.png,
3,hurricane,Rhurricane.png,RightCong
,,resting.png,
,,xsp.png,
2,society,Lsociety.png,LeftNoG
,,resting.png,
,,xsp.png,
2,adverb,Ladverb.png,LeftNoG
,,resting.png,
,,left.png,
4,thing,Rthing.png,RightIncon
,,resting.png,
,,right.png,
8,hair,Lhair.png,LeftIncon
,,resting.png,
,,xsp.png,
6,peach,Rpeach.png,RightNoG
,,resting.png,
,,right.png,
8,mermaid,Lmermaid.png,LeftIncon
,,resting.png,
,,middle.png,
5,bean,Rbean.png,RightIrre
,,resting.png,
,,xsp.png,
6,asthma,Rasthma.png,RightNoG
,,resting.png,
,,right.png,
3,horse,Rhorse.png,RightCong
,,resting.png,
,,xsp.png,
6,expression,Rexpression.png,RightNoG
,,resting.png,
,,xsp.png,
6,spider,Rspider.png,RightNoG
,,resting.png,
,,middle.png,
1,sculptor,Lsculptor.png,LeftIrre
,,resting.png,
,,left.png,
7,nail,Lnail.png,LeftCong
,,resting.png,
,,xsp.png,
6,telephone,Rtelephone.png,RightNoG
,,resting.png,
,,left.png,
7,position,Lposition.png,LeftCong
,,resting.png,
,,right.png,
8,marriage,Lmarriage.png,LeftIncon
,,resting.png,
,,left.png,
4,digit,Rdigit.png,RightIncon
,,resting.png,
,,right.png,
8,heat,Lheat.png,LeftIncon
,,resting.png,
,,middle.png,
1,house,Lhouse.png,LeftIrre
,,resting.png,
,,middle.png,
1,monkey,Lmonkey.png,LeftIrre
,,resting.png,
,,right.png,
8,goose,Lgoose.png,LeftIncon
,,resting.png,
,,xsp.png,
2,earthquake,Learthquake.png,LeftNoG
,,resting.png,
,,left.png,
4,project,Rproject.png,RightIncon
,,resting.png,
,,left.png,
7,change,Lchange.png,LeftCong
,,resting.png,
,,middle.png,
5,arm,Rarm.png,RightIrre
,,resting.png,
,,middle.png,
5,diagram,Rdiagram.png,RightIrre
,,resting.png,
,,middle.png,
5,freedom,Rfreedom.png,RightIrre
,,resting.png,
,,middle.png,
1,banana,Lbanana.png,LeftIrre
,,resting.png,
,,left.png,
4,wall,Rwall.png,RightIncon
,,resting.png,
,,right.png,
3,inertia,Rinertia.png,RightCong
