tag,English,Icon,Spatial
,,right.png,
7,wasp,Lwasp.png,LeftIncon
,,middle.png,
4,rigidity,Rrigidity.png,RightIrre
,,left.png,
6,hypocrite,Lhypocrite.png,LeftCong
,,right.png,
2,coconut,Rcoconut.png,RightCong
,,right.png,
2,claw,Rclaw.png,RightCong
,,xsp.png,
5,triangle,Rtriangle.png,RightNoG
,,xsp.png,
1,blessing,Lblessing.png,LeftNoG
,,xsp.png,
1,skeleton,Lskeleton.png,LeftNoG
,,xsp.png,
1,figure,Lfigure.png,LeftNoG
,,right.png,
7,octopus,Loctopus.png,LeftIncon
,,xsp.png,
5,winner,Rwinner.png,RightNoG
,,xsp.png,
1,knuckle,Lknuckle.png,LeftNoG
,,right.png,
2,bracelet,Rbracelet.png,RightCong
,,middle.png,
8,life,Llife.png,LeftIrre
,,xsp.png,
5,table,Rtable.png,RightNoG
,,xsp.png,
5,husband,Rhusband.png,RightNoG
,,middle.png,
4,sausage,Rsausage.png,RightIrre
,,middle.png,
8,reason,Lreason.png,LeftIrre
,,right.png,
7,wig,Lwig.png,LeftIncon
,,right.png,
7,door,Ldoor.png,LeftIncon
,,middle.png,
8,food,Lfood.png,LeftIrre
,,left.png,
6,lice,Llice.png,LeftCong
,,middle.png,
4,eagle,Reagle.png,RightIrre
,,left.png,
3,issue,Rissue.png,RightIncon
,,middle.png,
4,magnet,Rmagnet.png,RightIrre
,,right.png,
2,street,Rstreet.png,RightCong
,,xsp.png,
1,hour,Lhour.png,LeftNoG
,,left.png,
6,parachute,Lparachute.png,LeftCong
,,middle.png,
8,sinner,Lsinner.png,LeftIrre
,,left.png,
3,brake,Rbrake.png,RightIncon
,,right.png,
2,question,Rquestion.png,RightCong
,,right.png,
7,shrimp,Lshrimp.png,LeftIncon
,,left.png,
3,blood,Rblood.png,RightIncon
,,middle.png,
4,agreement,Ragreement.png,RightIrre
,,left.png,
3,telescope,Rtelescope.png,RightIncon
,,xsp.png,
5,trumpet,Rtrumpet.png,RightNoG
,,middle.png,
8,crow,Lcrow.png,LeftIrre
,,left.png,
6,grape,Lgrape.png,LeftCong
,,left.png,
3,broom,Rbroom.png,RightIncon
,,left.png,
6,dog,Ldog.png,LeftCong
