tag,English,Icon,Spatial
,,resting.png,
,,right.png,
3,burglar,Rburglar.png,RightCong
,,resting.png,
,,right.png,
3,memory,Rmemory.png,RightCong
,,resting.png,
,,right.png,
8,coffee,Lcoffee.png,LeftIncon
,,resting.png,
,,middle.png,
5,day,Rday.png,RightIrre
,,resting.png,
,,left.png,
7,image,Limage.png,LeftCong
,,resting.png,
,,right.png,
3,abduction,Rabduction.png,RightCong
,,resting.png,
,,xsp.png,
6,car,Rcar.png,RightNoG
,,resting.png,
,,xsp.png,
2,number,Lnumber.png,LeftNoG
,,resting.png,
,,left.png,
7,method,Lmethod.png,LeftCong
,,resting.png,
,,xsp.png,
2,ant,Lant.png,LeftNoG
,,resting.png,
,,xsp.png,
6,law,Rlaw.png,RightNoG
,,resting.png,
,,middle.png,
5,clown,Rclown.png,RightIrre
,,resting.png,
,,xsp.png,
2,duck,Lduck.png,LeftNoG
,,resting.png,
,,middle.png,
1,garlic,Lgarlic.png,LeftIrre
,,resting.png,
,,middle.png,
5,almond,Ralmond.png,RightIrre
,,resting.png,
,,middle.png,
1,boxer,Lboxer.png,LeftIrre
,,resting.png,
,,xsp.png,
2,mind,Lmind.png,LeftNoG
,,resting.png,
,,xsp.png,
6,school,Rschool.png,RightNoG
,,resting.png,
,,right.png,
8,part,Lpart.png,LeftIncon
,,resting.png,
,,middle.png,
5,family,Rfamily.png,RightIrre
,,resting.png,
,,middle.png,
5,opinion,Ropinion.png,RightIrre
,,resting.png,
,,middle.png,
1,production,Lproduction.png,LeftIrre
,,resting.png,
,,xsp.png,
6,mushroom,Rmushroom.png,RightNoG
,,resting.png,
,,xsp.png,
6,service,Rservice.png,RightNoG
,,resting.png,
,,left.png,
4,voice,Rvoice.png,RightIncon
,,resting.png,
,,left.png,
7,country,Lcountry.png,LeftCong
,,resting.png,
,,right.png,
8,king,Lking.png,LeftIncon
,,resting.png,
,,middle.png,
1,hymn,Lhymn.png,LeftIrre
,,resting.png,
,,left.png,
4,calorie,Rcalorie.png,RightIncon
,,resting.png,
,,xsp.png,
2,magician,Lmagician.png,LeftNoG
,,resting.png,
,,left.png,
7,girl,Lgirl.png,LeftCong
,,resting.png,
,,right.png,
8,peanut,Lpeanut.png,LeftIncon
,,resting.png,
,,left.png,
4,esteem,Resteem.png,RightIncon
,,resting.png,
,,left.png,
4,city,Rcity.png,RightIncon
,,resting.png,
,,right.png,
3,corner,Rcorner.png,RightCong
,,resting.png,
,,left.png,
4,attention,Rattention.png,RightIncon
,,resting.png,
,,right.png,
3,money,Rmoney.png,RightCong
,,resting.png,
,,left.png,
7,olive,Lolive.png,LeftCong
,,resting.png,
,,right.png,
8,crucifix,Lcrucifix.png,LeftIncon
,,resting.png,
,,middle.png,
1,music,Lmusic.png,LeftIrre
